album_path,year,missing_tracks,missing_nums,domain,download_url,post_url,match_type
2024 - Sabotage KAMAU Zegon DemBeats Erick Jay - Sabotage 50,2024,2,"3,4",mediafire.com,http://www.mediafire.com/file/16oufmcsf2atdqt/Sabotage_-_Sabotage_%282016%29.zip,https://www.hominiscanidae.org/2016/11/sabotage-sabotage-2016.html,exact
2024 - Subversivos - Afronte,2024,2,"4,6",mediafire.com,https://www.mediafire.com/file/z2wbw3gc11tqvi0/Subversivos_-_Afronte_%25282024%2529.zip/file,https://www.hominiscanidae.org/2024/08/subversivos-afronte-2024.html,exact
2024 - Tvkills - Manipulação em Massa,2024,2,"3,4",mediafire.com,https://www.mediafire.com/file/kxxj1pmjryfj40v/Tvkills_-_Manipula%25C3%25A7%25C3%25A3o_em_Massa_%25282024%2529.rar/file,https://www.hominiscanidae.org/2024/04/tvkills-manipulacao-em-massa-2024.html,exact
2024 - Vinil Vagabundo - Memórias do Verão Passado,2024,2,"5,6",mediafire.com,https://www.mediafire.com/file/wumt87bd25qmvv9/Vinil_Vagabundo_-_Mem%25C3%25B3rias_do_Ver%25C3%25A3o_Passado_%25282024%2529.rar/file,https://www.hominiscanidae.org/2024/05/vinil-vagabundo-memorias-do-verao.html,exact
2025 - Renegades of Punk - Gravidade,2025,2,"8,12",mediafire.com,http://www.mediafire.com/?jiavs25dvxc5ssh,https://www.hominiscanidae.org/2011/01/renegades-of-punk-ep-demo-2008.html,exact
1978 - Candeia - Axé,1978,2,"6,8",mega.co.nz,https://mega.co.nz/#!fI8VXApC!mfxSHBAQUt1uucta_4HznPv_gl4hAplPLjLuBvP7Yq4,https://www.hominiscanidae.org/2014/03/candeia-axe-1978.html,exact
2007 - Arquivo Morto - Falsa Democracia,2007,2,"9,10",mega.co.nz,https://mega.co.nz/#!iN0AHBSL!O_EIjne-uiZdG4vbB_ZckAeY6B1aXigNQ9HBwHLhzIY,https://www.hominiscanidae.org/2013/07/arquivo-morto-falsa-democracia-2007.html,exact
2009 - Pé-Preto - Pé-Preto EP,2009,2,"6,7",mega.co.nz,https://mega.co.nz/#!rZ9xiChT!I2cI4jpE7hGxHSEh0SSCFqz2XeH-ooVxgiW8Fb8m-Uc,https://www.hominiscanidae.org/2014/02/pe-preto-ep-2009.html,exact
2012 - D MinGus - Canções do Quarto de Trás,2012,2,"8,10",mega.co.nz,https://mega.co.nz/#!ORcnjBhS!4RRSZ7zwxnwCTog0Oixjc3TXwKCzc2Xcc_pBWsiJVM8,https://www.hominiscanidae.org/2012/01/d-mingus-cancoes-do-quarto-de-tras-2012.html,exact
"2013 - Os Vespas - Guitarra, Whisky & Blues",2013,2,"3,7",mega.co.nz,https://mega.co.nz/#!KQ8CBbbB!2dj-OQj8dxeuygkqu19I1bnQzjdaiEbqjbE6ckWUdEE,https://www.hominiscanidae.org/2014/03/os-vespas-guitarra-whisky-blues-2013.html,exact
2014 - A Tropa - A Tropa,2014,2,"7,9",mega.co.nz,https://mega.co.nz/#!PU0CxYbT!_viEy9CmLDV-V4DK9-NLoQTwbhlB6mn7XgblBUKDj_c,https://www.hominiscanidae.org/2014/08/a-tropa-tropa-2014.html,exact
"2014 - AQUëLES! - Um Dedinho de Prosa, Dois Dedinhos no Cu!",2014,2,"6,9",mega.co.nz,https://mega.co.nz/#!md9whbra!Zkt_DVAAbqevX4HMjI5f4VOZwaDCMqRlff6oG3vdgeE,https://www.hominiscanidae.org/2014/04/aqueles-um-dedinho-de-prosa-dois.html,exact
2014 - Abdala - galatic sem c,2014,2,"4,5",mega.co.nz,https://mega.co.nz/#!KF1RBLAI!UIiA7VkYk8QhJC-UMZ3z0MwPqWjFANVox92pUTeGSNI,https://www.hominiscanidae.org/2014/03/abdala-galatic-sem-c-ep-2014.html,exact
2014 - Elo da Corrente - Cruz,2014,2,"8,9",mega.co.nz,https://mega.co.nz/#!M4dTRDIb!nSO8Wemw6RupaFqO7l-qejwsHX2BC9n9Cbg5gwHTu28,https://www.hominiscanidae.org/2014/12/elo-da-corrente-cruz-2014.html,exact
2014 - Leo Cavalcanti - Despertador,2014,2,"5,9",mega.co.nz,https://mega.co.nz/#!rZcnQDxC!_ZSz_BEk3ptVWPO_9t681lkpEF0wnAXubdtzmZa_Kjw,https://www.hominiscanidae.org/2014/03/leo-cavalcanti-despertador-2014.html,exact
2014 - Luzialuzia - Hominis Canidae #48 - Maio,2014,2,"5,9",mega.co.nz,https://mega.co.nz/#!oJNlxTQC!gBrsjW7vxPyK5ampIgbY1Dv6kfBpVYGq8b5W3m-sMnY,https://www.hominiscanidae.org/2014/12/hominis-canidae-hitsbr-2014.html,exact
2014 - Matheus Stoshy - Música pra Viagem,2014,2,"6,7",mega.co.nz,https://mega.co.nz/#!zMEy2DRT!1QT3UX1ulTdQPyDAYgH6529HrnQFuEAP9yNRYY3D-QQ,https://www.hominiscanidae.org/2015/04/matheus-stoshy-musica-para-viagem-2014.html,exact
2014 - Mombojó - Alexandre,2014,2,"6,7",mega.co.nz,https://mega.co.nz/#!cpkmxLqT!CF-rHyrWNmkkw7naAYTLJ786funvg48WHhf2e_Jrhik,https://www.hominiscanidae.org/2014/07/mombojo-alexandre-2014.html,exact
2014 - Racionais Mc's - Cores & Valores,2014,2,"12,14",mega.co.nz,https://mega.co.nz/#!wkcxUbSY!5NPbRJ5j504rfI0bfGha4gJOHTiXH-7DW0CzPAqDJWY,https://www.hominiscanidae.org/2014/12/racionais-mcs-cores-valores-2014.html,exact
2015 - Mano F (O Revide) - A Arte de Fazer Rap,2015,2,"15,16",mega.co.nz,https://mega.co.nz/#!AhlUkazB!8ZacetBu8xxrw1RS1q2EE8Liw1ZKIwT9G3GTQIe4VnE,https://www.hominiscanidae.org/2015/01/mano-f-o-revide-arte-de-fazer-rap-2014.html,exact
2015 - Outro Mar - Outro Mar,2015,2,"3,9",mega.co.nz,https://mega.co.nz/#!KZ8iXTZD!rASYPGzmQCAfkdsYHvIGRmWkMJLDze4hssGZF35seCI,https://www.hominiscanidae.org/2015/01/outro-mar-outro-mar-2015.html,exact
1964 - Tenorio Jr - Embalo,1964,2,"7,9",mega.nz,https://mega.nz/file/pKVBBKZT#wUT2VBGjCv_usdftPmylYy9TtqhDpm-Z_wsfheC3nmo,https://www.hominiscanidae.org/2025/09/tenorio-jr-embalo-1964.html,exact
1969 - Marcos Valle - Mustang Côr de Sangue ou Corcel Côr de Mel,1969,2,"6,9",mega.nz,https://mega.nz/#!XN1E0KpY!E6Ok0h4xcIylXOhJwEJQl2oLGLQ21E-lsk0ss8VGJ9I,https://www.hominiscanidae.org/2019/04/marcos-valle-mustang-cor-de-sangue-1969.html,exact
2004 - Ludovic - Servil,2004,2,"6,7",mega.nz,https://mega.nz/#!V0VjCIhY!79BBo9c-ulAyKEnBCOA2ymeq-kcmsVnCjx2wzcqz1AY,https://www.hominiscanidae.org/2009/07/ludovic-servil-2004.html,exact
2006 - Ludovic - Idioma Morto,2006,2,"4,5",mega.nz,https://mega.nz/#!wo1mwJRZ!UpzIsH6BijTXEzGj6JJbxqJGesSb484g219jC0FWY6I,https://www.hominiscanidae.org/2009/07/ludovic-idioma-morto-2006.html,exact
2014 - Dario Julio & Os Franciscanos - Ainda Somos os Mesmos,2014,2,"7,8",mega.nz,https://mega.nz/file/cK4GQIhB#uwPf6sLhpoL7qumQmkYWtBl4qQvYkKLyWaoXIOgpfHY,https://www.hominiscanidae.org/2021/07/dario-julio-os-franciscanos-suite.html,exact
2015 - Maglore - III,2015,2,"7,10",mega.nz,https://mega.nz/file/jkNyQLwT#pyg0-btDWICCcAIGgLQrfw_gryBkdSfxXQl0-ueFepk,https://www.hominiscanidae.org/2022/09/maglore-v-2022.html,exact
2015 - Tom Custódio da Luz - Confronto,2015,2,"4,7",mega.nz,https://mega.nz/#!KMEDEZbC!Hs0RlUmiucT58DMbpUCwOUPqvfQvd0tt_t66RWMOKg4,https://www.hominiscanidae.org/2015/12/tom-custodio-confronto-2015.html,exact
2016 - Metá Metá - MM3,2016,2,"4,6",mega.nz,https://mega.nz/#!vEUlHRgA!WFxgx5S882azF3j7k7K4QiWW9MdaWJol1roUu848LYg,https://www.hominiscanidae.org/2016/05/meta-meta-mm3-2016.html,exact
2017 - Èkó Afrobeat - Èkó Afrobeat,2017,2,"6,8",mega.nz,https://mega.nz/#!dgsgjKAA!BKOlcyjwq_FSAWDWF7sxxxgZtUUQWRx1leu7xMWOJT8,https://www.hominiscanidae.org/2018/06/eko-afrobeat-eko-afrobeat-2017.html,exact
2018 - Alaska - Ninguém Vai Me Ouvir,2018,2,"6,12",mega.nz,https://mega.nz/#!58USgCBY!KNIPGL372EdS02m0nxQHEIU6LMQQ15LgJaU6gsi6Ezs,https://www.hominiscanidae.org/2019/01/alaska-ninguem-vai-me-ouvir-2018.html,exact
"2018 - Alquifonia, Michel de Moura - Palavra Não",2018,2,"4,6",mega.nz,https://mega.nz/#!F8dk0JiD!nwF9KOp7sk4OdVubSMd3nsJcgXi5Lf8rFE_Bq_Et1Kc,https://www.hominiscanidae.org/2018/06/alquifonia-palavra-nao-2018.html,exact
2018 - BK - Gigantes,2018,2,"7,11",mega.nz,https://mega.nz/#!tpd1HKhZ!ei8tKsUs6rna5N70sISYmj0ftOwbEa-Aaix52HsN8Uw,https://www.hominiscanidae.org/2018/11/bk-gigantes-2018.html,exact
"2018 - Cacá Machado, Mateus Aleluia - Sibilina",2018,2,"8,9",mega.nz,https://mega.nz/#!o1MERYDL!wi6RJyXUfiSZq0PEmhuVx_e4XQhoI_EF69zKR-3K_CY,https://www.hominiscanidae.org/2018/09/caca-machado-sibilina-2018.html,exact
2018 - Crespo - A Estética da Dúvida,2018,2,"3,4",mega.nz,https://mega.nz/#!MhtWTQqK!wXwYL53W6hnujmihLPJ6WBEO07wZcaIw7-V3NBbrwis,https://www.hominiscanidae.org/2018/10/crespo-estetica-da-duvida-2018.html,exact
2018 - François Muleka - Couragem,2018,2,"8,9",mega.nz,https://mega.nz/#!o41G1YSB!4EQrGKkJCHJq3lztbh5Zxg16ZryH0hYCW3tr3h2gMm8,https://www.hominiscanidae.org/2019/05/francois-muleka-couragem-2018.html,exact
"2018 - Gilú Amaral, Hugo Lins, Erica Natuza - Peji",2018,2,"7,8",mega.nz,https://mega.nz/#!osk1QCKQ!BaXiJGJvypHlmmNE_ioE35Ad6hm-cmxtHsr9FZXu3tU,https://www.hominiscanidae.org/2018/12/gilu-amaral-peji-2018.html,exact
"2018 - Guizado, Negro Leo, Sandra Coutinho, Negro Léo - O Multiverso Em Colapso",2018,2,"6,9",mega.nz,https://mega.nz/#!NsU0BKYZ!fMXn86PP3ZFdx7NQaskdwVtW8dbXzjRoJYa6sCEkE7I,https://www.hominiscanidae.org/2018/12/guizado-o-multiverso-em-colapso-2018.html,exact
"2018 - Lauro Aires - Centropia, Vol. 2",2018,2,"4,7",mega.nz,https://mega.nz/#!Rh0lwTLS!i3-hKbWhi7odt2cdXqyLrXi88GOLOeH-vbTaezuATeg,https://www.hominiscanidae.org/2018/04/lauro-aires-centropia-vol-2-2018.html,exact
2018 - Os Dentes - Sideral,2018,2,"10,12",mega.nz,https://mega.nz/#!lslCADbZ!e0_l_Nf8Er-6R3y1ghEGSz075XaRkwLIMLOSzzQzArs,https://www.hominiscanidae.org/2018/06/os-dentes-sideral-2018.html,exact
2018 - Rogerio Skylab - Nas Portas do CU,2018,2,"6,11",mega.nz,https://mega.nz/#!5tsjUSQD!ayqR_zFreLSiZIG4e7YbutqchScbfb70caUGMZU3iWs,https://www.hominiscanidae.org/2019/01/rogerio-skylab-nas-portas-do-cu-2019.html,exact
2019 - Acidental - Grandes Momentos 2015-2018,2019,2,"14,15",mega.nz,https://mega.nz/#!lktjiCoJ!jtzK3LpnpATS0gPLwpR_O20tAAlx4L9dpSKxDojYJGc,https://www.hominiscanidae.org/2019/06/acidental-grandes-momentos-2015-2018.html,exact
2019 - Aláfia - Liturgia Samba Soul,2019,2,"10,12",mega.nz,https://mega.nz/#!gwF1zIaC!1-iEnHymRxiZXLh-1aLL_VpsQ-JrCkXYHnkqG0Q1N2Q,https://www.hominiscanidae.org/2019/10/alafia-liturgia-samba-soul-2019.html,exact
2019 - Amiri - O.N.F.K,2019,2,"8,9",mega.nz,https://mega.nz/#!JlEiwaob!GCkjZyt9ArMijIKNj3rITM3ELVc4KLfq3dQLD2hLmDQ,https://www.hominiscanidae.org/2019/12/amiri-onfk-2019.html,exact
2019 - Dead Fish - Ponto Cego,2019,2,"4,10",mega.nz,https://mega.nz/#!xoFX0CAC!aDa3_ufABdHZ47rsW8d71MnbFbIiE9znkxm2O46e0tM,https://www.hominiscanidae.org/2019/07/dead-fish-ponto-cego-2019.html,exact
2019 - Delia Fischer - Tempo Mínimo,2019,2,"5,11",mega.nz,https://mega.nz/#!40dQDCBA!8QUHbmLcGe6VSXdNxKr-NWCMImPKCLZu-RsAz2HBTyA,https://www.hominiscanidae.org/2019/05/delia-fischer-tempo-minimo-2019.html,exact
2019 - Jai Mahal - Imperatriz Assassina,2019,2,"6,7",mega.nz,https://mega.nz/#!Zp9E0STY!5D92dOz2PZvQZ9RHy2DVYUiVOZUeBrTZ6sxIvdlUQwM,https://www.hominiscanidae.org/2019/05/jai-mahal-e-os-pacificos-da-ilha.html,exact
2019 - Lia de Itamaraca - Ciranda Sem Fim,2019,2,"4,9",mega.nz,https://mega.nz/#!U4tCWYYY!wVMaIAM86np9OhsyJGJYqERVeVjqVNuK0tDOHQg4qMY,https://www.hominiscanidae.org/2019/12/lia-de-itamaraca-ciranda-sem-fim-2019.html,exact
2019 - Marina Iris - Voz Bandeira,2019,2,"6,7",mega.nz,https://mega.nz/#!11cyBKBY!FOnoWDQrAWJvFiyNor5hy3P_z7ul_BkOlKk6jGWDsQg,https://www.hominiscanidae.org/2019/12/marina-iris-voz-bandeira-2019.html,exact
"2019 - Marsara - Silêncio, Ruído",2019,2,"8,9",mega.nz,https://mega.nz/#!BtUwnIDa!Avmzbs4bDknvrjnQgpJ-uCe2CeAycU-qrBF3gcf4oxw,https://www.hominiscanidae.org/2019/05/marsara-silencioruido-2019.html,exact
2019 - Montanas Trio - Serviço Comunitário,2019,2,"9,10",mega.nz,https://mega.nz/#!pw0SEQAD!osXWSp-2D5vaBv-KqgLGtNKX102HrswfKwmJxrR-gLk,https://www.hominiscanidae.org/2019/02/montanas-trio-servico-comunitario-2019.html,exact
2019 - Mário Wamser - Incertezão,2019,2,"4,8",mega.nz,https://mega.nz/#!Ixt3jY4L!sryazl-fxcLIZhm2CwgTOTIMu8EMTy6xM16RhlhSgkw,https://www.hominiscanidae.org/2019/10/mario-wamser-incertezao-2019.html,exact
"2019 - Nill, O Adotado - Lógos",2019,2,"7,10",mega.nz,https://mega.nz/#!AwdVlAAB!beBg_BNbr-3zfItN7aEWu-4y987JrvdnI9LzYOKB2g0,https://www.hominiscanidae.org/2019/09/nill-logos-2019.html,exact
2019 - O Terno - atrás além,2019,2,"4,6",mega.nz,https://mega.nz/#!A4FAhS7K!B_e9K2tXnABiJmT5hTQUJenlYrLwUME-nvzsco7oLNc,https://www.hominiscanidae.org/2019/05/o-terno-2019.html,exact
"2019 - Pélico - Quem Me Viu, Quem Me Vê",2019,2,"4,8",mega.nz,https://mega.nz/#!YpcE1Kga!PJKwQ3V3xwrmPocC1JDzAHhrh5NZCQu_pA4bvaWsgys,https://www.hominiscanidae.org/2019/11/pelico-quem-me-viu-quem-me-ve-2019.html,exact
"2019 - RAP NOVA ERA, Rap Nova Era, Dj Cia, Yzalú, DJ CIA - Renovação",2019,2,"5,11",mega.nz,https://mega.nz/#!k8shmSJT!9URcSf6p-mOfhtbtCviy5YdNVQxfXwGvTLQ_vXB13ZY,https://www.hominiscanidae.org/2019/09/rap-nova-era-renovacao-2019.html,exact
2019 - Rubens da Selva - Existe um Cachorro Faminto na Minha Barriga Latindo pra Você,2019,2,"4,5",mega.nz,https://mega.nz/#!x1kVDIqQ!Pv7KyRBBikGL2oI_ez2eLvDXHOB4bzHxZZ3GFo5XTb0,https://www.hominiscanidae.org/2019/08/rubens-da-selva-existe-um-cachorro.html,exact
2019 - Storen - Espectro,2019,2,"6,9",mega.nz,https://mega.nz/#!wldGhIoS!aKm7qmXQBmWySQ30M6oz7mMQoBzW8DDvr4lIwLuxkuA,https://www.hominiscanidae.org/2019/05/storen-espectro-2019.html,exact
"2019 - Thiago Elniño, Natache - Pedras, Flechas, Lanças, Espadas e Espelhos",2019,2,"5,6",mega.nz,https://mega.nz/#!lhVE2aaK!rs_wau0KqgzXGGl-o3NQSQnBhsfLy0kCVTXFeyhhiK8,https://www.hominiscanidae.org/2019/09/thiago-elnino-pedras-flechas-lancas.html,exact
2019 - Thiago Hoover - Aurora Boreal,2019,2,"7,8",mega.nz,https://mega.nz/#!R5cyESiJ!AHf4rWSd8aYYF9wBtawQ7j3qxMi78psuR_dAdpPYhFg,https://www.hominiscanidae.org/2019/07/thiago-hoover-aurora-boreal-2019.html,exact
2019 - Tita Lima - Titanium,2019,2,"7,8",mega.nz,https://mega.nz/#!d8tGWarC!b27BAZLh0d7Vt_C6XGclvpo8HjpMV_QbbhLrFfSen6I,https://www.hominiscanidae.org/2019/07/tita-lima-titanium-2019.html,exact
2019 - Zander - Vivo,2019,2,"10,11",mega.nz,https://mega.nz/#!h4UBGQwB!Rvcd0Ppu2E9UtHxSR3PRGnpo2jTvHFnScPg4u3RSr7c,https://www.hominiscanidae.org/2019/11/zander-vivo-2019.html,exact
"2020 - Caetano Veloso, Ivan Sacerdote - Caetano Veloso & Ivan Sacerdote",2020,2,"4,5",mega.nz,https://mega.nz/#!40UghIBT!msB76ZbSRBSo6r87spqgibuvaGcZnfnwurNKPu45Iho,https://www.hominiscanidae.org/2020/02/caetano-veloso-caetano-veloso-ivan.html,exact
"2020 - Edi Rock - Origens Parte 2 - Ontem, Hoje e Amanhã",2020,2,"9,12",mega.nz,https://mega.nz/file/UG52nQYT#Kb9yUIWITFtE4bMTdwKKnQJFq-0gAi24eHZ2jL0CBgY,https://www.hominiscanidae.org/2020/11/edi-rock-origens-parte-2-ontem-hoje-e.html,exact
2020 - Estevão Lobo - Latino Nativo,2020,2,"4,6",mega.nz,https://mega.nz/file/E8lRiQwJ#IDoEtfhUDbc2BRnKl-aztBULiriHa9Ttj98aVRwUax4,https://www.hominiscanidae.org/2020/04/estevao-lobo-latino-nativo-2020.html,exact
2020 - Florais Da Terra Quente - Florais da Terra Quente,2020,2,"5,7",mega.nz,https://mega.nz/file/YOBDgYpY#pR1qV5tPHM8KM6Y01kcCHMXu8WVxch3UZfZXOIPx89E,https://www.hominiscanidae.org/2020/12/florais-da-terra-quente-florais-da.html,exact
2020 - Grupo Porco - O Futuro Vai Ser Pior,2020,2,"13,14",mega.nz,https://mega.nz/file/dTxChALL#_zjXx-OCTVkzkC4t28xsO9UwQSO-pR_Jv_VmYnavgRM,https://www.hominiscanidae.org/2021/01/grupo-porco-o-futuro-vai-ser-pior-2020.html,exact
2020 - Marina Silva - O Caótico Jazz Tropical de Marina Silva,2020,2,"4,5",mega.nz,https://mega.nz/file/JbYAgRAK#0DxjOxBnwqGFmH9H7Stn8uKFrHykpCX3Vjq9il4L6og,https://www.hominiscanidae.org/2021/01/marina-silva-o-caotico-jazz-tropical-de.html,exact
"2020 - Murica, BEATDOMK - Sede",2020,2,"4,8",mega.nz,https://mega.nz/file/190BwaZZ#mLGABL_9wDLOoKTUoKgn3BXmwJLUJRsvc8i_gXOrI-M,https://www.hominiscanidae.org/2020/09/murica-sede-2020.html,exact
"2020 - O Janus, Victor Souza, Heber Lemos - A Utopia Modular no Universo de Janus",2020,2,"4,5",mega.nz,https://mega.nz/file/oT4HnIYa#qsYkUCtu8gQwnkOp0Bbua7EpbHWL0RRk2fFjADTdkyQ,https://www.hominiscanidae.org/2020/11/o-janus-utopia-modular-no-universo-de.html,exact
2020 - Priscilla Ermel - Origens Da Luz,2020,2,"7,12",mega.nz,https://mega.nz/#!M5tilILI!MfGb7ijd6xLTrZVnoCyzDx8e8omjjzhjLBjOCjMZML8,https://www.hominiscanidae.org/2020/03/priscilla-ermel-origens-da-luz-2020.html,exact
2020 - Rodrigo Novo - Sítio,2020,2,"8,10",mega.nz,https://mega.nz/file/wfQBzKSC#51jxcX1IlYiBEn4zd17HiKFinc6tBz7VhuhSx1rFtY4,https://www.hominiscanidae.org/2020/11/rodrigo-novo-sitio-2020.html,exact
2020 - Roseane Santos - Fronteiriça,2020,2,"7,8",mega.nz,https://mega.nz/file/dGwAFT7B#pZyTS9bkTD6mCXSjDTPj_NW5J8qVMu8SIOOu51Dag6Y,https://www.hominiscanidae.org/2020/11/roseane-santos-fronteirica-2020.html,exact
2022 - $ifrão & Mopho - Firme,2022,2,"5,7",mega.nz,https://mega.nz/file/MKx23YJY#p_g99PF7TUcjxx1g1UlnymyCBVHyJ76JC8g3s67tc3Y,https://www.hominiscanidae.org/2022/01/ifrao-firme-2022.html,exact
2022 - Afrocidade - Vivão,2022,2,"3,9",mega.nz,https://mega.nz/file/ET4gGRKY#oOWoEpCq8tGSNriAJIddouTrOTHSPBVuIREVqxBXyAk,https://www.hominiscanidae.org/2022/02/afrocidade-vivao-2022.html,exact
2022 - Amargo - Amargo 1,2022,2,"4,6",mega.nz,https://mega.nz/file/61MzDYzZ#J8q6ekH-Ol53R9K-dP7I2X3RE9YlCHsSyqt41zEv35s,https://www.hominiscanidae.org/2022/06/amargo-amargo1-2022.html,exact
2022 - Ariel - Ariel,2022,2,"5,9",mega.nz,https://mega.nz/file/74UBEDJb#8TN1zbbYQv00IRQ6OPHbU8v2mmRi18N4V7hGh2pAny8,https://www.hominiscanidae.org/2022/06/ariel-ariel-2022.html,exact
2022 - Atalhos - A Tentação do Fracasso,2022,2,"5,6",mega.nz,https://mega.nz/file/7psFBZoR#cJSwLB_IW2ToG_UO-RFeqfLp731tdNTh-rfg21YgRqo,https://www.hominiscanidae.org/2022/03/atalhos-tentacao-do-fracasso-2022.html,exact
2022 - Autoramas - Autointitulado,2022,2,"9,11",mega.nz,https://mega.nz/file/9LpQDSiJ#Jkygq1kubhgHBeb5jq004ye9B0kHvLEh-9E5AZ82JLg,https://www.hominiscanidae.org/2022/02/autoramas-autointitulado-2022.html,exact
2022 - Bel medula luczan - Abala Ladaia,2022,2,"4,9",mega.nz,https://mega.nz/file/W5MC0DIL#hBENavem8vOCvB5rzPfoFVWMyLXzjzs-3-zmrP_AHLY,https://www.hominiscanidae.org/2022/07/bel-medula-luczan-abala-ladaia-2022.html,exact
2022 - Black Pantera - Ascensão (Deluxe Edition),2022,2,"5,6",mega.nz,https://mega.nz/file/9foTVbrZ#7OX7wB_S3bXP-2SRDM8t-A8Tmob-FZbBSRm06MbKgA8,https://www.hominiscanidae.org/2023/05/black-pantera-ascensao-deluxe-edition.html,exact
2022 - Bruno Capinan - Tara Rara,2022,2,"7,9",mega.nz,https://mega.nz/file/b5cQiCjT#xTfn1mRXYKeNZmeo1SV62YRt8m18HDAETUjdoz2tBIs,https://www.hominiscanidae.org/2022/05/bruno-capinan-tara-rara-2022.html,exact
2022 - Cadu Pereira - Vendo o Mundo,2022,2,"3,4",mega.nz,https://mega.nz/file/vpVUCBTL#1yJo82m5LSo3GMZ6orK-PERMEEoXV1Tli08hAgsUeT8,https://www.hominiscanidae.org/2023/01/cadu-pereira-vendo-o-mundo-2022.html,exact
2022 - Ciro Belluci - Recanto,2022,2,"9,10",mega.nz,https://mega.nz/file/ugVSBLSZ#N2DDhNvK_rYFwh6hi39HutrLUAGb1MJ6MyzyXt0BsVc,https://www.hominiscanidae.org/2022/07/ciro-belluci-recanto-2022.html,exact
2022 - Danty - Primeiro Ato,2022,2,"6,10",mega.nz,https://mega.nz/file/e592RYYL#fq_7J-gjK2NoEXtWivyo2USYjAqQbll2doQbbZobCLI,https://www.hominiscanidae.org/2022/12/danty-primeiro-ato-2022.html,exact
"2022 - Dieguito Reis, Lau e Eu & Martin Mendonça - Verão na Cidade Sem Mar",2022,2,"4,7",mega.nz,https://mega.nz/file/D4dWgIjB#KNHjLntAJI9vrcdp-MnpokuBunzjsncyf46hi58uFt0,https://www.hominiscanidae.org/2022/05/dieguito-reis-verao-na-cidade-sem-mar.html,exact
2022 - Djonga Coyote Beatz - O Dono do Lugar,2022,2,"9,10",mega.nz,https://mega.nz/file/b9sjWRSJ#DCc_A0SrabGgghRqjWypm8CtfcmgsNuevHien1vY1Xg,https://www.hominiscanidae.org/2022/12/djonga-o-dono-do-lugar-2022.html,exact
2022 - Engrenagem Urbana - Primeira Linha,2022,2,"4,8",mega.nz,https://mega.nz/file/ukUgmL4I#_ffdeomkhl8A34F-R8YAO5XrbIX31YMZzAUIpLgKKfI,https://www.hominiscanidae.org/2022/09/engrenagem-urbana-primeira-linha-2022.html,exact
2022 - Eu Jonatha Mermo - Se Eu Tivesse uma Banda,2022,2,"5,7",mega.nz,https://mega.nz/file/L0MBWJrT#Br2L7vOPK_dwAUv_3TkW2IYN6n7mojf9Q0DJVFvcLfk,https://www.hominiscanidae.org/2022/04/eu-jonatha-mermo-se-eu-tivesse-uma.html,exact
2022 - Jair Naves - Ofuscante A Beleza Que Eu Vejo,2022,2,"6,9",mega.nz,https://mega.nz/file/r4tWjRQI#nj32fbUMSi81hOJH3_XaUE56FXXDn-nSEEB5rvVvefs,https://www.hominiscanidae.org/2022/06/jair-naves-ofuscante-beleza-que-eu-vejo.html,exact
2022 - Maranda - Tudo Até Agora,2022,2,"7,8",mega.nz,https://mega.nz/file/Ds03FBQI#_CeUDAgMgAEtYFIN4zQu7pU8mPKtJCCERDP7WETWSs4,https://www.hominiscanidae.org/2022/07/maranda-tudo-ate-agora-2022.html,exact
"2022 - Marcola Bituca - Galo, A Ciência do Tambor",2022,2,"5,8",mega.nz,https://mega.nz/file/3xtgDJyQ#RTU4XXbMZTpWtT6S0jpR__UvQeKSf5UZgy-gp9dbpkM,https://www.hominiscanidae.org/2022/04/marcola-bituca-galo-ciencia-do-tambor.html,exact
2022 - Munha da 7 - LIXO,2022,2,"3,4",mega.nz,https://mega.nz/file/ROBhgAoI#IG7jrUPq89UNIqsyuc3gBjIQpaW04mJpx340VVeTpBA,https://www.hominiscanidae.org/2022/02/munha-da-7-lixo-2022.html,exact
2022 - Ombu - Certas Idades,2022,2,"6,9",mega.nz,https://mega.nz/file/GxEzXSxa#1zuokBnEVYp08kQGodMWG9DLqogvv48W3gD5YSOjsmo,https://www.hominiscanidae.org/2022/09/ombu-certas-idades-2022.html,exact
2022 - Organoclorados - Saudade da Razão,2022,2,"4,7",mega.nz,https://mega.nz/file/XgkiFY5b#J4PvbSAPgLJkqxoUXtDGsEaSicXqkW0c3I_KXJ9D7_g,https://www.hominiscanidae.org/2022/04/organoclorados-saudades-da-razao-2022.html,exact
2022 - Otto - Canicule Sauvage,2022,2,"8,10",mega.nz,https://mega.nz/file/i9EgXTBZ#Hm6OKqvMWoJfU56cNs_CNo6KEAHNyTbt0bpuTJsjwqk,https://www.hominiscanidae.org/2022/05/otto-canicule-sauvage-2022.html,exact
2022 - Pedro Indio Negro - Livrai-nos Do Mal,2022,2,"5,7",mega.nz,https://mega.nz/file/v19CGKpT#3Ikv4acBW4mLV9gZa8njI5iVcYGFy_ZGKKF5R9-lr-w,https://www.hominiscanidae.org/2022/11/pedro-indio-negro-livrai-nos-do-mal-2022.html,exact
2022 - PeladOS - Foi Mal,2022,2,"10,11",mega.nz,https://mega.nz/file/OpkwlBCa#ZnhmVsvv-CrVN6NipHCRLDqjPTpoDxAhMGp_wg8a2g4,https://www.hominiscanidae.org/2022/11/pelados-foi-mal-2022.html,exact
